ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT (lux),MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-0.0934,2.8467,9.3781,-0.7001,2.1135,9.5506,0.5612,0.8707,0.4489,-0.0385,0.1904,-0.1409,309,-0.88,17.63,-8.54,7.65,-12.51,3.97,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,11,2018-11-06 12:00:09:522
-0.0503,2.7749,9.5505,-0.7321,2.1156,9.5477,0.6344,0.7964,0.6214,0.0371,0.2128,-0.2123,309,-0.88,17.63,-8.54,7.65,-12.51,3.97,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,21,2018-11-06 12:00:09:532
-0.0503,2.7749,9.5505,-0.7321,2.1156,9.5477,0.6344,0.7964,0.6214,0.0371,0.2128,-0.2123,309,-0.88,17.63,-8.54,7.65,-12.51,3.97,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,30,2018-11-06 12:00:09:541
-0.1796,2.7725,9.5481,-0.7668,2.1294,9.5419,0.5377,0.7804,0.6217,0.1319,0.2,-0.2709,309,-2.38,17.33,-8.84,8.34,-12.54,4.59,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,40,2018-11-06 12:00:09:551
-0.5914,2.739,9.0956,-0.8059,2.1603,9.5317,0.1628,0.7175,0.1764,0.1724,0.1159,-0.2656,309,-0.73,15.68,-7.64,8.34,-12.54,4.59,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,50,2018-11-06 12:00:09:561
-0.5914,2.739,9.0956,-0.8059,2.1603,9.5317,0.1628,0.7175,0.1764,0.1724,0.1159,-0.2656,309,-0.73,15.68,-7.64,8.34,-12.54,4.59,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,61,2018-11-06 12:00:09:572
-0.9098,2.7294,8.9016,-0.8194,2.1801,9.5261,-0.143,0.6893,-0.013,0.1192,0.0083,-0.2059,309,-2.68,17.33,-7.79,8.34,-12.54,4.59,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,72,2018-11-06 12:00:09:583
-0.9098,2.7294,8.9016,-0.8194,2.1801,9.5261,-0.143,0.6893,-0.013,0.1192,0.0083,-0.2059,309,-2.68,17.33,-7.79,8.34,-12.54,4.59,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,80,2018-11-06 12:00:09:591
-1.0846,2.7054,8.9519,-0.8205,2.193,9.523,-0.3167,0.6531,0.0394,0.0339,-0.045,-0.0941,309,-4.18,17.33,-8.09,14.34,-12.92,4.92,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,91,2018-11-06 12:00:09:602
-0.984,2.6288,8.9447,-0.8164,2.1968,9.5225,-0.2199,0.5727,0.032,0.0084,-0.0461,-0.0195,309,-4.18,17.33,-8.09,14.34,-12.92,4.92,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,101,2018-11-06 12:00:09:612
-0.984,2.6288,8.9447,-0.8164,2.1968,9.5225,-0.2199,0.5727,0.032,0.0084,-0.0461,-0.0195,309,-2.98,17.63,-9.29,14.34,-12.92,4.92,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,110,2018-11-06 12:00:09:621
-0.6369,2.6145,8.928,-0.8095,2.1972,9.523,0.1209,0.5578,0.014,-0.0332,-0.0173,0.054,309,-2.98,17.63,-9.29,14.34,-12.92,4.92,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,120,2018-11-06 12:00:09:631
-0.4357,2.5786,9.007,-0.8036,2.1923,9.5246,0.3165,0.5263,0.0909,-0.063,-0.0205,0.0764,250,-0.73,17.48,-8.69,5.4,-12.92,4.82,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,131,2018-11-06 12:00:09:642
-0.4357,2.5786,9.007,-0.8036,2.1923,9.5246,0.3165,0.5263,0.0909,-0.063,-0.0205,0.0764,250,-0.73,17.48,-8.69,5.4,-12.92,4.82,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,141,2018-11-06 12:00:09:652
-0.3783,2.4924,9.1411,-0.7954,2.1836,9.5273,0.3664,0.4481,0.2216,-0.0864,-0.0322,0.0806,250,-1.48,18.83,-10.04,5.4,-12.92,4.82,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,150,2018-11-06 12:00:09:661
-0.3783,2.4924,9.1411,-0.7954,2.1836,9.5273,0.3664,0.4481,0.2216,-0.0864,-0.0322,0.0806,250,-1.48,18.83,-10.04,5.4,-12.92,4.82,5,35.262,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,160,2018-11-06 12:00:09:671
-0.486,2.3894,9.1387,-0.7816,2.1722,9.5311,0.2458,0.3554,0.214,-0.0598,-0.0556,0.0604,250,-3.43,15.83,-8.84,5.4,-12.92,4.82,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,171,2018-11-06 12:00:09:682
-0.486,2.3894,9.1387,-0.7816,2.1722,9.5311,0.2458,0.3554,0.214,-0.0609,-0.0333,0.0657,250,-3.43,15.83,-8.84,5.4,-12.92,4.82,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,181,2018-11-06 12:00:09:692
-0.4525,2.4229,8.8083,-0.7725,2.1661,9.5332,0.2708,0.3945,-0.1187,-0.0609,-0.0333,0.0657,250,-0.88,17.63,-8.09,4.87,-12.76,4.63,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,191,2018-11-06 12:00:09:702
-0.316,2.4565,8.5282,-0.7674,2.1507,9.5371,0.4671,0.474,-0.4059,-0.112,0.0104,0.0828,250,-0.88,17.63,-8.09,4.87,-12.76,4.63,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,200,2018-11-06 12:00:09:711
-0.316,2.4565,8.5282,-0.7674,2.1507,9.5371,0.4671,0.474,-0.4059,-0.112,0.0104,0.0828,250,-2.38,17.33,-7.04,4.87,-12.76,4.63,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,211,2018-11-06 12:00:09:722
-0.0287,2.5666,8.6072,-0.7669,2.1292,9.542,0.6892,0.5734,-0.3255,-0.1951,0.0445,0.0956,250,-2.38,17.33,-7.04,4.87,-12.76,4.63,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,221,2018-11-06 12:00:09:732
-0.0287,2.5666,8.6072,-0.7669,2.1292,9.542,0.6892,0.5734,-0.3255,-0.1951,0.0445,0.0956,250,-2.38,17.33,-7.04,4.87,-12.76,4.63,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,230,2018-11-06 12:00:09:741
0.0886,2.6456,8.9663,-0.7704,2.1036,9.5474,0.8098,0.6764,0.0287,-0.2068,0.0764,0.0764,250,-2.68,16.58,-6.74,11.14,-12.39,4.61,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,240,2018-11-06 12:00:09:751
-0.1077,2.6552,9.3182,-0.7766,2.0764,9.5528,0.6194,0.711,0.3736,-0.1312,0.0402,0.0231,250,-3.28,16.43,-7.94,11.14,-12.39,4.61,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,251,2018-11-06 12:00:09:762
-0.1077,2.6552,9.3182,-0.7766,2.0764,9.5528,0.6194,0.711,0.3736,-0.1312,0.0402,0.0231,250,-3.28,16.43,-7.94,11.14,-12.39,4.61,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,261,2018-11-06 12:00:09:772
-0.237,2.6336,9.0381,-0.7763,2.0695,9.5543,0.4899,0.7077,0.2205,-0.0587,-0.012,-0.0067,250,-1.78,17.77,-7.64,11.14,-12.39,4.61,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,271,2018-11-06 12:00:09:782
-0.237,2.6336,9.0381,-0.7763,2.0695,9.5543,0.4899,0.7077,0.2205,-0.0587,-0.012,-0.0067,250,-1.78,17.77,-7.64,11.14,-12.39,4.61,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,280,2018-11-06 12:00:09:791
-0.2993,2.739,8.5569,-0.7689,2.0648,9.5559,0.4207,0.8055,-0.3915,-0.0406,-0.0439,-0.0131,228,-1.48,18.53,-7.64,4.63,-12.15,4.6,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,290,2018-11-06 12:00:09:801
-0.3495,2.8467,8.2576,-0.7586,2.058,9.5582,0.3607,0.92,-0.6908,-0.0843,-0.0397,0.0018,228,-1.48,18.53,-7.64,4.63,-12.15,4.6,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,301,2018-11-06 12:00:09:812
-0.3495,2.8467,8.2576,-0.7586,2.058,9.5582,0.3607,0.92,-0.6908,-0.0843,-0.0397,0.0018,228,-1.48,18.53,-7.64,4.63,-12.15,4.6,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,311,2018-11-06 12:00:09:822
-0.3495,2.8371,8.26,-0.7548,2.0467,9.5609,0.3569,0.9214,-0.689,-0.1216,-0.0024,0.0284,228,-1.93,17.93,-8.09,4.63,-12.15,4.6,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,320,2018-11-06 12:00:09:831
-0.3495,2.8371,8.26,-0.7548,2.0467,9.5609,0.3569,0.9214,-0.689,-0.1216,-0.0024,0.0284,228,-1.93,17.93,-8.09,4.63,-12.15,4.6,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,330,2018-11-06 12:00:09:841
-0.3807,2.8419,8.667,-0.7568,2.0283,9.5647,0.3276,0.9437,-0.2842,-0.1301,0.052,0.0657,228,-1.93,17.63,-8.09,7.77,-11.94,4.52,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,340,2018-11-06 12:00:09:851
-0.4501,2.806,8.8729,-0.7603,2.0161,9.567,0.2614,0.9192,-0.0806,-0.112,0.0413,0.0892,228,-0.13,16.58,-6.44,7.77,-11.94,4.52,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,351,2018-11-06 12:00:09:862
-0.4501,2.806,8.8729,-0.7603,2.0161,9.567,0.2614,0.9192,-0.0806,-0.112,0.0413,0.0892,228,-0.13,16.58,-6.44,7.77,-11.94,4.52,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,361,2018-11-06 12:00:09:872
-0.4357,2.7677,8.9136,-0.7565,2.0043,9.5698,0.2723,0.8918,-0.0432,-0.0886,-0.0088,0.1051,228,-2.68,17.33,-7.04,7.77,-11.94,4.52,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,371,2018-11-06 12:00:09:882
-0.4357,2.7677,8.9136,-0.7565,2.0043,9.5698,0.2723,0.8918,-0.0432,-0.0886,-0.0088,0.1051,228,-2.68,17.33,-7.04,7.77,-11.94,4.52,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,381,2018-11-06 12:00:09:892
-0.4477,2.8874,8.746,-0.7498,1.9976,9.5717,0.2541,1.0178,-0.2126,-0.0854,-0.012,0.1264,190,-2.08,17.77,-5.84,7.46,-11.75,4.48,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,391,2018-11-06 12:00:09:902
-0.4788,2.9736,8.7604,-0.7454,1.9896,9.5737,0.2188,1.1114,-0.2,-0.1056,0.02,0.1616,190,-2.08,17.77,-5.84,7.46,-11.75,4.48,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,401,2018-11-06 12:00:09:912
-0.4788,2.9736,8.7604,-0.7454,1.9896,9.5737,0.2188,1.1114,-0.2,-0.1056,0.02,0.1616,190,-2.08,17.77,-5.84,7.46,-11.75,4.48,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,411,2018-11-06 12:00:09:922
-0.3352,3.0742,9.0956,-0.7451,1.9747,9.5768,0.3623,1.2258,0.1314,-0.1376,0.0562,0.2202,190,-2.53,17.48,-6.59,7.46,-11.75,4.48,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,421,2018-11-06 12:00:09:932
-0.3352,3.0742,9.0956,-0.7451,1.9747,9.5768,0.3623,1.2258,0.1314,-0.1376,0.0562,0.2202,190,-2.53,17.48,-6.59,7.46,-11.75,4.48,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,431,2018-11-06 12:00:09:942
-0.2418,3.0694,9.2991,-0.7447,1.9632,9.5792,0.4554,1.2314,0.3309,-0.1259,0.0541,0.2436,190,-1.03,15.38,-5.84,5.26,-11.55,4.45,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,441,2018-11-06 12:00:09:952
-0.1844,3.043,9.3685,-0.7381,1.9543,9.5816,0.5068,1.213,0.396,-0.1077,-0.0024,0.2564,190,0.02,18.53,-6.59,5.26,-11.55,4.45,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,451,2018-11-06 12:00:09:962
-0.1844,3.043,9.3685,-0.7381,1.9543,9.5816,0.5068,1.213,0.396,-0.1077,-0.0024,0.2564,190,0.02,18.53,-6.59,5.26,-11.55,4.45,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,460,2018-11-06 12:00:09:971
-0.1676,3.0789,9.4212,-0.7155,1.9469,9.5848,0.5027,1.2552,0.4426,-0.0747,-0.078,0.25,190,-1.93,17.63,-6.44,5.26,-11.55,4.45,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,470,2018-11-06 12:00:09:981
-0.1676,3.0789,9.4212,-0.7155,1.9469,9.5848,0.5027,1.2552,0.4426,-0.0747,-0.078,0.25,190,-1.93,17.63,-6.44,5.26,-11.55,4.45,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,480,2018-11-06 12:00:09:991
-0.0503,3.1196,9.256,-0.6923,1.9466,9.5865,0.5984,1.2957,0.2738,-0.0438,-0.0993,0.2458,190,-0.58,17.63,-5.24,4.17,-11.45,4.13,5,36.274,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,491,2018-11-06 12:00:10:002
-0.0287,3.158,9.1698,-0.666,1.952,9.5873,0.5954,1.3286,0.1848,-0.0097,-0.061,0.217,190,-0.58,17.63,-5.24,4.17,-11.45,4.13,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,501,2018-11-06 12:00:10:012
-0.0287,3.158,9.1698,-0.666,1.952,9.5873,0.5954,1.3286,0.1848,-0.0097,-0.061,0.217,190,-0.58,17.63,-5.24,4.17,-11.45,4.13,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,511,2018-11-06 12:00:10:022
-0.1101,3.1005,9.2847,-0.6528,1.9602,9.5865,0.5018,1.2631,0.2986,0.0222,-0.0237,0.1946,190,0.02,18.23,-5.84,4.17,-11.45,4.13,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,521,2018-11-06 12:00:10:032
-0.1101,3.1005,9.2847,-0.6528,1.9602,9.5865,0.5018,1.2631,0.2986,0.0222,-0.0237,0.1946,190,0.02,18.23,-5.84,4.17,-11.45,4.13,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,531,2018-11-06 12:00:10:042
-0.2322,3.1388,9.414,-0.6476,1.9736,9.5841,0.3749,1.2883,0.428,0.0638,0.0328,0.1712,117,-0.88,17.93,-5.69,4.26,-11.61,3.87,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,540,2018-11-06 12:00:10:051
-0.34,3.1364,9.5122,-0.6501,1.999,9.5787,0.2698,1.2614,0.5277,0.0979,0.0701,0.1808,117,-1.93,17.33,-5.24,4.26,-11.61,3.87,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,550,2018-11-06 12:00:10:061
-0.34,3.1364,9.5122,-0.6501,1.999,9.5787,0.2698,1.2614,0.5277,0.0979,0.0701,0.1808,117,-1.93,17.33,-5.24,4.26,-11.61,3.87,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,561,2018-11-06 12:00:10:072
-0.5818,2.8659,9.6774,-0.657,2.0178,9.5743,0.0346,0.9726,0.694,0.0851,0.1095,0.2053,117,-0.73,18.23,-5.09,4.26,-11.61,3.87,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,571,2018-11-06 12:00:10:082
-0.5818,2.8659,9.6774,-0.657,2.0178,9.5743,0.0346,0.9726,0.694,0.0851,0.1095,0.2053,117,-0.73,18.23,-5.09,4.26,-11.61,3.87,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,581,2018-11-06 12:00:10:092
-0.9361,2.387,10.0197,-0.6756,2.0306,9.5703,-0.3019,0.4807,1.0354,0.002,0.1713,0.2596,117,-0.13,19.73,-5.69,1.16,-11.95,4.04,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,590,2018-11-06 12:00:10:101
-1.0439,2.2458,10.4459,-0.6946,2.0243,9.5703,-0.3914,0.3443,1.4565,-0.0992,0.1851,0.2852,117,-0.13,19.73,-5.69,1.16,-11.95,4.04,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,602,2018-11-06 12:00:10:113
-1.0439,2.2458,10.4459,-0.6946,2.0243,9.5703,-0.3914,0.3443,1.4565,-0.0992,0.1851,0.2852,117,-0.13,18.38,-4.94,1.16,-11.95,4.04,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,611,2018-11-06 12:00:10:122
-0.9505,2.4948,10.9894,-0.7117,2.0001,9.5741,-0.2813,0.6141,1.9872,-0.1781,0.1223,0.348,117,-0.13,18.38,-4.94,1.16,-11.95,4.04,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,620,2018-11-06 12:00:10:131
-0.9505,2.4948,10.9894,-0.7117,2.0001,9.5741,-0.2813,0.6141,1.9872,-0.1781,0.1223,0.348,117,-0.13,18.38,-4.94,1.16,-11.95,4.04,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,631,2018-11-06 12:00:10:142
-0.3903,2.8635,11.2982,-0.7097,1.9812,9.5782,0.2777,0.9988,2.2837,-0.1631,0.0488,0.4034,82,-0.13,19.43,-3.14,0.66,-11.66,4.24,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,641,2018-11-06 12:00:10:152
0.0383,3.0143,11.2935,-0.6924,1.973,9.5811,0.6906,1.1556,2.2671,-0.0758,-0.0535,0.4247,82,0.32,20.33,-6.59,0.66,-11.66,4.24,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,651,2018-11-06 12:00:10:162
0.0383,3.0143,11.2935,-0.6924,1.973,9.5811,0.6906,1.1556,2.2671,-0.0758,-0.0535,0.4247,82,0.32,20.33,-6.59,0.66,-11.66,4.24,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,660,2018-11-06 12:00:10:171
0.5267,3.0311,11.0253,-0.6462,1.9853,9.5818,1.1362,1.1585,1.9875,0.0893,-0.1675,0.3214,82,0.92,18.38,-6.44,0.66,-11.66,4.24,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,670,2018-11-06 12:00:10:181
0.5267,3.0311,11.0253,-0.6462,1.9853,9.5818,1.1362,1.1585,1.9875,0.0893,-0.1675,0.3214,82,0.92,18.38,-6.44,0.66,-11.66,4.24,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,681,2018-11-06 12:00:10:192
0.4094,2.8946,10.6542,-0.6108,2.0217,9.5765,0.986,0.9862,1.6145,0.2939,-0.1579,0.2074,82,-0.13,17.93,-3.89,0.79,-11.9,3.65,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,691,2018-11-06 12:00:10:202
0.0646,2.6552,9.8067,-0.5856,2.0865,9.5642,0.6177,0.6847,0.7742,0.5005,-0.1025,0.1254,82,-0.13,17.93,-3.89,0.79,-11.9,3.65,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,700,2018-11-06 12:00:10:211
0.0646,2.6552,9.8067,-0.5856,2.0865,9.5642,0.6177,0.6847,0.7742,0.5005,-0.1025,0.1254,82,-0.13,17.93,-3.89,0.79,-11.9,3.65,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,711,2018-11-06 12:00:10:222
-0.6081,2.3846,8.4324,-0.5693,2.1951,9.5409,-0.0705,0.3116,-0.5779,0.5517,-0.0322,0.135,82,0.92,18.68,-4.19,0.79,-11.9,3.65,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,721,2018-11-06 12:00:10:232
-0.6081,2.3846,8.4324,-0.5693,2.1951,9.5409,-0.0705,0.3116,-0.5779,0.5517,-0.0322,0.135,82,0.92,18.68,-4.19,0.79,-11.9,3.65,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,731,2018-11-06 12:00:10:242
-0.7973,2.2553,8.2313,-0.5649,2.2635,9.5251,-0.264,0.1183,-0.7615,0.4132,0.02,0.1957,82,-0.88,20.18,-5.69,3.72,-13.34,3.39,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,741,2018-11-06 12:00:10:252
-0.9026,2.0255,9.2847,-0.5673,2.3217,9.511,-0.3671,-0.1662,0.3062,0.2566,0.0818,0.217,82,1.52,19.88,-6.59,3.72,-13.34,3.39,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,750,2018-11-06 12:00:10:261
-0.9026,2.0255,9.2847,-0.5673,2.3217,9.511,-0.3671,-0.1662,0.3062,0.2566,0.0818,0.217,82,1.52,19.88,-6.59,3.72,-13.34,3.39,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,761,2018-11-06 12:00:10:272
-1.257,2.0518,9.8952,-0.5799,2.3598,9.5008,-0.7094,-0.1766,0.9236,0.2896,0.1414,0.1936,82,0.77,20.63,-5.54,358.34,-13.92,3.49,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,771,2018-11-06 12:00:10:282
-1.257,2.0518,9.8952,-0.5799,2.3598,9.5008,-0.7094,-0.1766,0.9236,0.2896,0.1414,0.1936,82,0.77,20.63,-5.54,358.34,-13.92,3.49,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,780,2018-11-06 12:00:10:291
-1.6544,1.9489,9.9479,-0.6002,2.4072,9.4877,-1.0874,-0.3251,0.9852,0.362,0.1798,0.2117,73,2.12,21.38,-6.14,358.34,-13.92,3.49,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,790,2018-11-06 12:00:10:301
-1.6544,1.9489,9.9479,-0.6002,2.4072,9.4877,-1.0874,-0.3251,0.9852,0.362,0.1798,0.2117,73,2.12,21.38,-6.14,358.34,-13.92,3.49,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,800,2018-11-06 12:00:10:311
-1.7669,1.9537,9.505,-0.6171,2.4781,9.4683,-1.1837,-0.3882,0.5571,0.3791,0.069,0.2926,73,2.12,21.38,-6.14,358.34,-13.92,3.49,5,38.141,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,811,2018-11-06 12:00:10:322
-1.494,1.9249,8.9878,-0.6043,2.5291,9.4556,-0.9229,-0.4653,0.0512,0.3429,-0.0844,0.3608,73,0.92,19.73,-6.74,358.51,-14.95,3.66,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,821,2018-11-06 12:00:10:332
-1.494,1.9249,8.9878,-0.6043,2.5291,9.4556,-0.9229,-0.4653,0.0512,0.3429,-0.0844,0.3608,73,0.92,19.73,-6.74,358.51,-14.95,3.66,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,831,2018-11-06 12:00:10:342
-0.9433,1.9082,8.1211,-0.5521,2.5893,9.4425,-0.4217,-0.5382,-0.8004,0.2939,-0.2421,0.4023,73,1.97,18.68,-4.94,358.51,-14.95,3.66,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,841,2018-11-06 12:00:10:352
-0.9433,1.9082,8.1211,-0.5521,2.5893,9.4425,-0.4217,-0.5382,-0.8004,0.2939,-0.2421,0.4023,73,1.97,18.68,-4.94,358.51,-14.95,3.66,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,851,2018-11-06 12:00:10:362
-0.5004,1.8028,7.3837,-0.5011,2.6301,9.4341,-0.0272,-0.6807,-1.5248,0.2726,-0.2676,0.3885,73,1.82,18.23,-5.54,354.94,-15.56,3.04,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,861,2018-11-06 12:00:10:372
0.0551,1.7023,6.5098,-0.4333,2.6767,9.4243,0.4637,-0.8223,-2.3787,0.2108,-0.2612,0.3065,73,2.42,20.48,-5.69,354.94,-15.56,3.04,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,870,2018-11-06 12:00:10:381
0.0551,1.7023,6.5098,-0.4333,2.6767,9.4243,0.4637,-0.8223,-2.3787,0.2108,-0.2612,0.3065,73,2.42,20.48,-5.69,354.94,-15.56,3.04,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,880,2018-11-06 12:00:10:391
0.2658,1.7095,6.0597,-0.3859,2.7011,9.4194,0.6293,-0.8352,-2.814,0.1458,-0.2549,0.2085,73,4.22,20.48,-4.64,349.59,-15.99,2.35,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,891,2018-11-06 12:00:10:402
0.3304,1.8196,5.6527,-0.3442,2.7177,9.4163,0.6542,-0.7373,-3.2065,0.0947,-0.2453,0.0913,73,4.22,20.48,-4.64,349.59,-15.99,2.35,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,901,2018-11-06 12:00:10:412
0.3304,1.8196,5.6527,-0.3442,2.7177,9.4163,0.6542,-0.7373,-3.2065,0.0947,-0.2453,0.0913,73,4.22,20.48,-4.64,349.59,-15.99,2.35,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,911,2018-11-06 12:00:10:422
0.1915,2.0207,5.5665,-0.3038,2.7317,9.4136,0.4769,-0.5447,-3.2741,0.0552,-0.1824,-0.0664,73,2.72,20.48,-4.64,349.59,-15.99,2.35,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,921,2018-11-06 12:00:10:432
0.1915,2.0207,5.5665,-0.3038,2.7317,9.4136,0.4769,-0.5447,-3.2741,0.0552,-0.1824,-0.0664,73,2.72,20.48,-4.64,349.59,-15.99,2.35,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,930,2018-11-06 12:00:10:441
-0.0383,2.1548,5.5258,-0.2887,2.741,9.4114,0.2324,-0.4159,-3.3008,0.0616,-0.1206,-0.1644,66,1.97,20.48,-4.64,354.88,-16.23,1.76,5,38.368,12.922314,77.68371,829.5,NaN,,23.618,,0 / 31,940,2018-11-06 12:00:10:451
